#Adrift data
#Probabilities of a particle being in a determined coordinate after being released from a sampling site coordinate (year 0, month 0)
#in a two year interval, with 2 month steps between registers.
SAL				
year	month	lat	lng	probability
1	4	14	281	0.00055
1	4	14	282	0.00039
1	4	14	283	0.00034
1	4	14	284	0.00071
1	4	14	285	0.00081
1	4	14	286	0.00063
1	4	14	287	0.0003
1	4	14	288	0.00048
1	4	14	289	0.00047
1	4	14	290	0.00027
1	4	15	278	0.00072
1	4	15	279	0.00046
1	4	15	280	0.00058
1	4	15	281	0.00073
1	4	15	282	0.00032
1	4	15	283	0.00052
1	4	15	284	0.00093
1	4	15	285	0.001
1	4	15	286	0.00156
1	4	15	287	0.00028
1	4	15	288	0.00025
1	4	15	293	0.00028
1	4	15	294	0.00041
1	4	15	295	0.00043
1	4	15	300	0.00028
1	4	15	303	0.0003
1	4	16	271	0.00216
1	4	16	272	0.00067
1	4	16	274	0.00098
1	4	16	275	0.00157
1	4	16	276	0.00164
1	4	16	277	0.00189
1	4	16	278	0.00071
1	4	16	279	0.00034
1	4	16	280	0.0009
1	4	16	281	0.00067
1	4	16	282	0.0006
1	4	16	283	0.00027
1	4	16	284	0.00053
1	4	16	285	0.00039
1	4	16	286	0.00035
1	4	16	287	0.00072
1	4	16	288	0.00083
1	4	16	289	0.00049
1	4	16	290	0.00027
1	4	16	293	0.00025
1	4	16	294	0.00026
1	4	16	295	0.00031
1	4	16	296	0.00028
1	4	16	299	0.00057
1	4	16	300	0.00043
1	4	16	301	0.00054
1	4	16	302	0.00062
1	4	16	303	0.0009
1	4	16	312	0.00027
1	4	17	272	0.00172
1	4	17	273	0.00171
1	4	17	274	0.00093
1	4	17	275	0.00092
1	4	17	276	0.00089
1	4	17	277	0.00075
1	4	17	278	0.00082
1	4	17	279	0.00078
1	4	17	280	0.00085
1	4	17	281	0.00047
1	4	17	282	0.00092
1	4	17	283	0.00181
1	4	17	284	0.00042
1	4	17	285	0.00126
1	4	17	286	0.0014
1	4	17	287	0.00125
1	4	17	288	0.00059
1	4	17	289	0.00063
1	4	17	290	0.00028
1	4	17	291	0.00046
1	4	17	292	0.0004
1	4	17	293	0.00037
1	4	17	294	0.00038
1	4	17	295	0.0003
1	4	17	296	0.00047
1	4	17	297	0.00123
1	4	17	298	0.00092
1	4	17	299	0.00142
1	4	17	300	0.00027
1	4	17	301	0.00029
1	4	17	302	0.00054
1	4	17	303	0.00072
1	4	17	304	0.00035
1	4	18	272	0.00122
1	4	18	273	0.00094
1	4	18	274	0.00042
1	4	18	275	0.00059
1	4	18	276	0.00093
1	4	18	277	0.0014
1	4	18	278	0.0005
1	4	18	279	0.0015
1	4	18	280	0.00097
1	4	18	281	0.00041
1	4	18	282	0.00043
1	4	18	283	0.00074
1	4	18	284	0.00056
1	4	18	285	0.00047
1	4	18	288	0.00076
1	4	18	289	0.00142
1	4	18	290	0.00067
1	4	18	291	0.00031
1	4	18	292	0.00287
1	4	18	293	0.00088
1	4	18	294	0.00149
1	4	18	295	0.00092
1	4	18	296	0.00041
1	4	18	297	0.00026
1	4	18	298	0.00061
1	4	18	299	0.00086
1	4	18	300	0.00034
1	4	18	302	0.00049
1	4	18	303	0.00028
1	4	18	305	0.0003
1	4	19	272	0.00164
1	4	19	273	0.00112
1	4	19	274	0.00098
1	4	19	275	0.0007
1	4	19	276	0.00349
1	4	19	277	0.0021
1	4	19	278	0.00172
1	4	19	279	0.00203
1	4	19	280	0.00081
1	4	19	281	0.00061
1	4	19	282	0.00043
1	4	19	283	0.00136
1	4	19	284	0.00102
1	4	19	285	0.0007
1	4	19	286	0.00077
1	4	19	287	0.00026
1	4	19	290	0.00031
1	4	19	291	0.00214
1	4	19	292	0.00241
1	4	19	293	0.00283
1	4	19	294	0.00092
1	4	19	295	0.00082
1	4	19	296	0.00047
1	4	19	297	0.00042
1	4	19	298	0.00075
1	4	19	299	0.00142
1	4	19	300	0.00106
1	4	19	301	0.00048
1	4	19	302	0.0006
1	4	19	303	0.00081
1	4	19	304	0.00055
1	4	20	264	0.00026
1	4	20	272	0.00098
1	4	20	273	0.00089
1	4	20	274	0.001
1	4	20	275	0.00104
1	4	20	276	0.00273
1	4	20	277	0.0034
1	4	20	278	0.00122
1	4	20	279	0.00165
1	4	20	280	0.00124
1	4	20	282	0.0011
1	4	20	286	0.00157
1	4	20	287	0.00108
1	4	20	288	0.00133
1	4	20	289	0.00458
1	4	20	290	0.00191
1	4	20	291	0.00373
1	4	20	292	0.00304
1	4	20	293	0.00299
1	4	20	294	0.00281
1	4	20	295	0.0021
1	4	20	296	0.00202
1	4	20	297	0.00273
1	4	20	298	0.00073
1	4	20	299	0.00088
1	4	20	300	0.00101
1	4	20	301	0.00127
1	4	20	302	0.00149
1	4	20	303	0.0005
1	4	20	304	0.00055
1	4	20	305	0.00048
1	4	21	269	0.0003
1	4	21	273	0.00032
1	4	21	274	0.00158
1	4	21	275	0.00089
1	4	21	276	0.00153
1	4	21	277	0.00138
1	4	21	278	0.00359
1	4	21	279	0.00133
1	4	21	284	0.00065
1	4	21	285	0.00281
1	4	21	286	0.00097
1	4	21	287	0.00163
1	4	21	288	0.00183
1	4	21	289	0.00374
1	4	21	290	0.00315
1	4	21	291	0.00386
1	4	21	292	0.00366
1	4	21	293	0.0022
1	4	21	294	0.0039
1	4	21	295	0.00312
1	4	21	296	0.0021
1	4	21	297	0.00384
1	4	21	298	0.00131
1	4	21	299	0.00103
1	4	21	300	0.00047
1	4	21	301	0.00117
1	4	21	302	0.00113
1	4	21	303	0.00069
1	4	21	304	0.00059
1	4	21	305	0.00072
1	4	21	306	0.00043
1	4	22	265	0.00078
1	4	22	266	0.00029
1	4	22	273	0.00064
1	4	22	274	0.00274
1	4	22	275	0.00132
1	4	22	277	0.00027
1	4	22	280	0.00032
1	4	22	281	0.0006
1	4	22	282	0.00154
1	4	22	283	0.00365
1	4	22	284	0.0026
1	4	22	285	0.00118
1	4	22	286	0.00173
1	4	22	287	0.00107
1	4	22	288	0.00473
1	4	22	289	0.00306
1	4	22	290	0.00184
1	4	22	291	0.00295
1	4	22	292	0.00682
1	4	22	293	0.00514
1	4	22	294	0.00618
1	4	22	295	0.00477
1	4	22	296	0.00504
1	4	22	297	0.00179
1	4	22	298	0.0014
1	4	22	299	0.00138
1	4	22	300	0.00184
1	4	22	301	0.00124
1	4	22	302	0.00178
1	4	22	303	0.00134
1	4	22	304	0.00072
1	4	22	305	0.00064
1	4	23	264	0.00035
1	4	23	272	0.00086
1	4	23	273	0.00089
1	4	23	274	0.00194
1	4	23	275	0.00116
1	4	23	276	0.00127
1	4	23	277	0.00139
1	4	23	278	0.00051
1	4	23	279	0.00042
1	4	23	280	0.0006
1	4	23	281	0.00138
1	4	23	282	0.00108
1	4	23	283	0.00113
1	4	23	284	0.00082
1	4	23	285	0.00169
1	4	23	286	0.00265
1	4	23	287	0.00295
1	4	23	288	0.00479
1	4	23	289	0.00592
1	4	23	290	0.00167
1	4	23	291	0.00159
1	4	23	292	0.00131
1	4	23	293	0.00485
1	4	23	294	0.00659
1	4	23	295	0.00204
1	4	23	296	0.00233
1	4	23	297	0.00285
1	4	23	298	0.00272
1	4	23	299	0.00194
1	4	23	300	0.00327
1	4	23	301	0.00324
1	4	23	302	0.00261
1	4	23	303	0.00174
1	4	23	304	0.00086
1	4	24	263	0.00098
1	4	24	265	0.00043
1	4	24	268	0.00038
1	4	24	269	0.00086
1	4	24	270	0.00086
1	4	24	271	0.00065
1	4	24	272	0.00108
1	4	24	273	0.00037
1	4	24	274	0.00431
1	4	24	275	0.00256
1	4	24	276	0.00031
1	4	24	277	0.00074
1	4	24	278	0.00061
1	4	24	279	0.00149
1	4	24	280	0.00061
1	4	24	281	0.00035
1	4	24	282	0.0006
1	4	24	283	0.00153
1	4	24	284	0.00253
1	4	24	285	0.00133
1	4	24	286	0.00151
1	4	24	287	0.00218
1	4	24	288	0.00367
1	4	24	289	0.00356
1	4	24	290	0.00097
1	4	24	291	0.00153
1	4	24	292	0.00337
1	4	24	293	0.00452
1	4	24	294	0.00198
1	4	24	295	0.00472
1	4	24	296	0.00265
1	4	24	297	0.00248
1	4	24	298	0.00344
1	4	24	299	0.00177
1	4	24	300	0.0013
1	4	24	301	0.00062
1	4	24	302	0.00149
1	4	24	303	0.00096
1	4	24	304	0.00067
1	4	24	305	0.00032
1	4	25	263	0.00055
1	4	25	264	0.00055
1	4	25	265	0.00088
1	4	25	266	0.00039
1	4	25	268	0.00048
1	4	25	269	0.00037
1	4	25	270	0.00154
1	4	25	271	0.00061
1	4	25	272	0.00144
1	4	25	273	0.00066
1	4	25	274	0.00131
1	4	25	275	0.00163
1	4	25	276	0.00071
1	4	25	280	0.00073
1	4	25	281	0.0006
1	4	25	282	0.00174
1	4	25	283	0.00392
1	4	25	284	0.00445
1	4	25	285	0.00333
1	4	25	286	0.00233
1	4	25	287	0.00213
1	4	25	288	0.00119
1	4	25	289	0.00124
1	4	25	290	0.00139
1	4	25	291	0.00255
1	4	25	292	0.00133
1	4	25	293	0.00468
1	4	25	294	0.00231
1	4	25	295	0.0039
1	4	25	296	0.00411
1	4	25	297	0.00219
1	4	25	298	0.00283
1	4	25	299	0.00256
1	4	25	300	0.00197
1	4	25	301	0.00072
1	4	25	302	0.0009
1	4	25	303	0.00093
1	4	25	304	0.00045
1	4	26	265	0.0013
1	4	26	266	0.00068
1	4	26	267	0.00033
1	4	26	270	0.00096
1	4	26	271	0.00056
1	4	26	272	0.00048
1	4	26	273	0.00103
1	4	26	274	0.00105
1	4	26	275	0.0053
1	4	26	276	0.00037
1	4	26	280	0.00115
1	4	26	281	0.00103
1	4	26	282	0.00074
1	4	26	283	0.0055
1	4	26	284	0.00645
1	4	26	285	0.00201
1	4	26	286	0.00189
1	4	26	287	0.00261
1	4	26	288	0.00339
1	4	26	289	0.00236
1	4	26	290	0.00248
1	4	26	291	0.00202
1	4	26	292	0.00385
1	4	26	293	0.00538
1	4	26	294	0.0036
1	4	26	295	0.00432
1	4	26	296	0.00217
1	4	26	297	0.00286
1	4	26	298	0.00165
1	4	26	299	0.00111
1	4	26	300	0.00108
1	4	26	301	0.00065
1	4	26	302	0.00058
1	4	26	303	0.00071
1	4	26	304	0.0006
1	4	26	305	0.00036
1	4	27	264	0.00027
1	4	27	265	0.00043
1	4	27	267	0.00029
1	4	27	268	0.00037
1	4	27	269	0.00034
1	4	27	270	0.00184
1	4	27	271	0.00111
1	4	27	272	0.00073
1	4	27	273	0.00063
1	4	27	274	0.00255
1	4	27	275	0.00378
1	4	27	280	0.00088
1	4	27	281	0.00113
1	4	27	282	0.00119
1	4	27	283	0.00102
1	4	27	284	0.00105
1	4	27	285	0.00183
1	4	27	286	0.0031
1	4	27	287	0.00193
1	4	27	288	0.00209
1	4	27	289	0.00522
1	4	27	290	0.00268
1	4	27	291	0.00244
1	4	27	292	0.00311
1	4	27	293	0.00323
1	4	27	294	0.00398
1	4	27	295	0.00392
1	4	27	296	0.00291
1	4	27	297	0.00163
1	4	27	298	0.00101
1	4	27	299	0.00142
1	4	27	300	0.00118
1	4	27	301	0.00165
1	4	27	302	0.00067
1	4	27	303	0.00107
1	4	27	304	0.00098
1	4	27	305	0.0004
1	4	28	267	0.00034
1	4	28	270	0.00036
1	4	28	271	0.00052
1	4	28	272	0.0007
1	4	28	273	0.00241
1	4	28	274	0.00377
1	4	28	275	0.00039
1	4	28	280	0.00078
1	4	28	281	0.0014
1	4	28	282	0.00051
1	4	28	283	0.00067
1	4	28	284	0.0014
1	4	28	285	0.00155
1	4	28	286	0.00151
1	4	28	287	0.00079
1	4	28	288	0.001
1	4	28	289	0.001
1	4	28	290	0.00095
1	4	28	291	0.00268
1	4	28	292	0.0023
1	4	28	293	0.00217
1	4	28	294	0.00197
1	4	28	295	0.00208
1	4	28	296	0.00302
1	4	28	297	0.00173
1	4	28	298	0.0013
1	4	28	299	0.00143
1	4	28	300	0.00165
1	4	28	301	0.00129
1	4	28	302	0.00079
1	4	28	303	0.00121
1	4	28	304	0.00067
1	4	28	305	0.00049
1	4	29	272	0.0011
1	4	29	273	0.00462
1	4	29	274	0.00042
1	4	29	279	0.00428
1	4	29	280	0.00112
1	4	29	281	0.00206
1	4	29	282	0.00294
1	4	29	283	0.0011
1	4	29	284	0.00136
1	4	29	285	0.00136
1	4	29	286	0.00045
1	4	29	287	0.00047
1	4	29	288	0.00103
1	4	29	289	0.00091
1	4	29	290	0.00129
1	4	29	291	0.00121
1	4	29	292	0.00128
1	4	29	293	0.00255
1	4	29	294	0.00269
1	4	29	295	0.00143
1	4	29	296	0.00131
1	4	29	297	0.00259
1	4	29	298	0.00072
1	4	29	299	0.00082
1	4	29	300	0.00159
1	4	29	301	0.00137
1	4	29	302	0.0005
1	4	29	304	0.00027
1	4	29	305	0.0004
1	4	29	309	0.00026
1	4	30	272	0.00216
1	4	30	279	0.00188
1	4	30	280	0.00089
1	4	30	281	0.00148
1	4	30	282	0.0032
1	4	30	283	0.00082
1	4	30	284	0.00082
1	4	30	285	0.00045
1	4	30	286	0.00051
1	4	30	287	0.00042
1	4	30	288	0.00045
1	4	30	289	0.00069
1	4	30	290	0.00067
1	4	30	291	0.00166
1	4	30	292	0.00143
1	4	30	293	0.00136
1	4	30	294	0.00186
1	4	30	295	0.00052
1	4	30	296	0.0004
1	4	30	297	0.00053
1	4	30	298	0.00078
1	4	30	299	0.00074
1	4	30	300	0.00057
1	4	30	301	0.00058
1	4	30	302	0.00054
1	4	30	303	0.00036
1	4	31	279	0.00086
1	4	31	280	0.00091
1	4	31	281	0.00126
1	4	31	282	0.00227
1	4	31	283	0.00115
1	4	31	286	0.00031
1	4	31	288	0.00083
1	4	31	289	0.00099
1	4	31	290	0.00029
1	4	31	292	0.00046
1	4	31	293	0.00036
1	4	31	294	0.00027
1	4	31	295	0.00042
1	4	31	296	0.00032
1	4	31	297	0.00047
1	4	31	299	0.0008
1	4	31	300	0.00049
1	4	31	301	0.00035
1	4	31	302	0.0003
1	4	32	280	0.00053
1	4	32	281	0.00058
1	4	32	282	0.00066
1	4	32	283	0.00101
1	4	32	284	0.00084
1	4	32	286	0.00028
1	4	32	288	0.00039
1	4	32	289	0.00058
1	4	32	290	0.00041
1	4	32	291	0.00044
1	4	32	292	0.00027
1	4	32	297	0.00037
1	4	32	298	0.00056
1	4	32	300	0.00031
1	4	33	281	0.00106
1	4	33	282	0.00044
1	4	33	283	0.00097
1	4	33	284	0.00083
1	4	33	285	0.00098
1	4	33	286	0.00037
1	4	33	287	0.00051
1	4	33	288	0.00054
1	4	33	289	0.00036
1	4	33	290	0.00026
1	4	33	291	0.00046
1	4	33	292	0.00037
1	4	34	284	0.00118
1	4	34	285	0.00176
1	4	34	286	0.00097
1	4	34	287	0.00062
1	4	34	288	0.00042
1	4	34	289	0.00127
1	4	34	290	0.00122
1	4	34	291	0.0008
1	4	34	292	0.00031
1	4	34	294	0.00026
1	4	35	285	0.00108
1	4	35	286	0.001
1	4	35	287	0.00051
1	4	35	288	0.00053
1	4	35	289	0.00088
1	4	35	290	0.00085
1	4	35	291	0.00111
1	4	35	292	0.00044
1	4	35	293	0.00037
1	4	35	294	0.00037
1	4	35	295	0.00031
1	4	36	285	0.00073
1	4	36	286	0.00098
1	4	36	287	0.0005
1	4	36	288	0.00059
1	4	36	289	0.0006
1	4	36	290	0.00064
1	4	36	291	0.00038
1	4	36	292	0.00055
1	4	36	293	0.00041
1	4	36	294	0.00039
1	4	36	295	0.00075
1	4	36	296	0.00036
1	4	36	297	0.00032
1	4	36	299	0.00097
1	4	36	300	0.0003
1	4	36	301	0.00026
1	4	37	285	0.00026
1	4	37	286	0.0006
1	4	37	287	0.00111
1	4	37	288	0.00087
1	4	37	289	0.00072
1	4	37	290	0.00092
1	4	37	291	0.0008
1	4	37	292	0.00074
1	4	37	293	0.00035
1	4	37	294	0.00026
1	4	37	295	0.00035
1	4	37	297	0.00031
1	4	37	301	0.00033
1	4	37	305	0.00047
1	4	37	306	0.00049
1	4	38	287	0.00049
1	4	38	288	0.00072
1	4	38	289	0.00027
1	4	38	290	0.00061
1	4	38	291	0.00047
1	4	38	292	0.00064
1	4	38	293	0.00069
1	4	38	294	0.00058
1	4	38	295	0.0007
1	4	38	296	0.00073
1	4	38	297	0.00071
1	4	38	298	0.00029
1	4	38	305	0.00027
1	4	38	314	0.00068
1	4	38	315	0.00053
1	4	38	316	0.00032
1	4	39	288	0.00051
1	4	39	292	0.00035
1	4	39	293	0.00032
1	4	39	294	0.00192
1	4	39	295	0.00173
1	4	39	296	0.00042
1	4	39	297	0.00048
1	4	39	298	0.00044
1	4	39	299	0.00049
1	4	39	300	0.00046
1	4	39	301	0.00053
1	4	39	302	0.00035
1	4	39	305	0.00028
1	4	39	307	0.0003
1	4	39	308	0.00029
1	4	40	293	0.00034
1	4	40	294	0.00125
1	4	40	295	0.00181
1	4	40	296	0.00155
1	4	40	297	0.00126
1	4	40	298	0.00035
1	4	40	299	0.00072
1	4	40	300	0.00034
1	4	40	301	0.00079
1	4	40	302	0.00045
1	4	40	303	0.00074
1	4	40	304	0.00058
1	4	40	306	0.00037
1	4	40	308	0.00043
1	4	40	309	0.00047
1	4	41	294	0.00058
1	4	41	295	0.00128
1	4	41	296	0.00073
1	4	41	297	0.00072
1	4	41	298	0.00141
1	4	41	301	0.00035
1	4	41	302	0.00029
1	4	41	303	0.00033
1	4	41	304	0.00082
1	4	41	305	0.00028
1	4	41	308	0.00042
1	4	42	295	0.00028
1	4	42	296	0.00099
1	4	42	308	0.00037
1	6	-4	330	0.00026
1	6	0	5	0.00037
1	6	1	4	0.00036
1	6	1	5	0.00042
1	6	1	6	0.00031
1	6	1	7	0.00031
1	6	1	348	0.00035
1	6	2	3	0.0005
1	6	2	4	0.00031
1	6	2	6	0.00026
1	6	2	7	0.00042
1	6	2	8	0.00042
1	6	2	9	0.00061
1	6	2	343	0.00035
1	6	2	354	0.00029
1	6	3	6	0.00083
1	6	3	7	0.00058
1	6	3	8	0.00037
1	6	3	9	0.00217
1	6	4	7	0.00027
1	6	4	8	0.00061
1	6	5	3	0.00026
1	6	5	4	0.00025
1	6	5	5	0.00066
1	6	6	345	0.00027
1	6	6	346	0.0007
1	6	8	345	0.00028
1	6	9	283	0.00036
1	6	9	345	0.00037
1	6	11	276	0.00029
1	6	11	280	0.00026
1	6	11	284	0.00033
1	6	12	277	0.00033
1	6	12	279	0.00033
1	6	12	280	0.00032
1	6	12	283	0.00049
1	6	13	277	0.00026
1	6	13	278	0.00058
1	6	13	279	0.00036
1	6	13	282	0.00047
1	6	14	280	0.00038
1	6	14	281	0.00044
1	6	15	277	0.0004
1	6	15	279	0.0004
1	6	15	284	0.00027
1	6	15	302	0.00028
1	6	16	271	0.00154
1	6	16	272	0.00065
1	6	16	279	0.00082
1	6	16	280	0.00075
1	6	16	281	0.00075
1	6	16	284	0.0007
1	6	16	301	0.00045
1	6	16	302	0.00025
1	6	17	272	0.00039
1	6	17	274	0.00025
1	6	17	277	0.00032
1	6	17	278	0.00086
1	6	17	279	0.00108
1	6	17	280	0.00056
1	6	17	281	0.00066
1	6	17	284	0.00029
1	6	17	285	0.00027
1	6	17	286	0.00032
1	6	17	287	0.00042
1	6	17	301	0.00047
1	6	17	302	0.00033
1	6	18	273	0.0004
1	6	18	274	0.00034
1	6	18	275	0.0007
1	6	18	276	0.00061
1	6	18	277	0.00063
1	6	18	278	0.0015
1	6	18	279	0.00074
1	6	18	280	0.00076
1	6	18	281	0.00094
1	6	18	283	0.00025
1	6	18	284	0.0003
1	6	18	286	0.00068
1	6	18	288	0.00093
1	6	18	289	0.00119
1	6	18	292	0.00072
1	6	18	297	0.00031
1	6	18	301	0.00031
1	6	18	302	0.00025
1	6	18	303	0.00032
1	6	19	273	0.00029
1	6	19	274	0.00071
1	6	19	275	0.00206
1	6	19	276	0.00079
1	6	19	277	0.00089
1	6	19	278	0.00206
1	6	19	279	0.00132
1	6	19	280	0.00122
1	6	19	281	0.00104
1	6	19	282	0.00032
1	6	19	283	0.00171
1	6	19	284	0.00111
1	6	19	291	0.00082
1	6	19	292	0.00227
1	6	19	293	0.00058
1	6	19	294	0.00077
1	6	19	295	0.00043
1	6	19	296	0.00029
1	6	19	297	0.00071
1	6	19	298	0.00046
1	6	19	299	0.00088
1	6	19	301	0.00031
1	6	19	302	0.00046
1	6	19	303	0.00039
1	6	19	304	0.00047
1	6	20	274	0.00095
1	6	20	275	0.00153
1	6	20	276	0.00156
1	6	20	277	0.00135
1	6	20	278	0.00343
1	6	20	279	0.00508
1	6	20	280	0.00108
1	6	20	281	0.0005
1	6	20	282	0.00104
1	6	20	285	0.00033
1	6	20	286	0.001
1	6	20	287	0.0008
1	6	20	288	0.00061
1	6	20	289	0.00542
1	6	20	290	0.00079
1	6	20	291	0.00096
1	6	20	292	0.00075
1	6	20	293	0.00057
1	6	20	294	0.0018
1	6	20	295	0.00044
1	6	20	296	0.00056
1	6	20	297	0.00047
1	6	20	298	0.00145
1	6	20	299	0.00097
1	6	20	300	0.00041
1	6	20	301	0.00051
1	6	20	302	0.00037
1	6	20	303	0.00036
1	6	20	304	0.00059
1	6	21	274	0.00123
1	6	21	275	0.00263
1	6	21	276	0.00348
1	6	21	277	0.00259
1	6	21	278	0.00506
1	6	21	279	0.00335
1	6	21	280	0.00033
1	6	21	285	0.0011
1	6	21	286	0.0019
1	6	21	287	0.00093
1	6	21	288	0.00216
1	6	21	289	0.00387
1	6	21	290	0.00295
1	6	21	291	0.00121
1	6	21	292	0.00143
1	6	21	293	0.00147
1	6	21	294	0.00193
1	6	21	295	0.00226
1	6	21	296	0.00173
1	6	21	297	0.00088
1	6	21	298	0.00119
1	6	21	299	0.00143
1	6	21	300	0.00066
1	6	21	301	0.00069
1	6	21	302	0.00095
1	6	21	303	0.00084
1	6	22	266	0.00025
1	6	22	272	0.00037
1	6	22	274	0.00268
1	6	22	275	0.00083
1	6	22	277	0.00044
1	6	22	279	0.00044
1	6	22	282	0.00041
1	6	22	283	0.00126
1	6	22	285	0.00075
1	6	22	286	0.00138
1	6	22	287	0.00253
1	6	22	288	0.00553
1	6	22	289	0.00209
1	6	22	290	0.00434
1	6	22	291	0.00194
1	6	22	292	0.00206
1	6	22	293	0.00278
1	6	22	294	0.00512
1	6	22	295	0.00414
1	6	22	296	0.00201
1	6	22	297	0.00124
1	6	22	298	0.00097
1	6	22	299	0.0012
1	6	22	300	0.00083
1	6	22	301	0.0012
1	6	22	302	0.00143
1	6	22	303	0.00098
1	6	22	308	0.00039
1	6	23	267	0.00039
1	6	23	271	0.0037
1	6	23	272	0.00091
1	6	23	273	0.00054
1	6	23	274	0.00168
1	6	23	275	0.00219
1	6	23	276	0.00178
1	6	23	277	0.00094
1	6	23	278	0.00039
1	6	23	280	0.00057
1	6	23	281	0.00169
1	6	23	282	0.00195
1	6	23	283	0.00101
1	6	23	284	0.00062
1	6	23	285	0.00167
1	6	23	286	0.00188
1	6	23	287	0.00245
1	6	23	288	0.0035
1	6	23	289	0.00408
1	6	23	290	0.00323
1	6	23	291	0.00189
1	6	23	292	0.00378
1	6	23	293	0.0046
1	6	23	294	0.00539
1	6	23	295	0.00421
1	6	23	296	0.00193
1	6	23	297	0.00144
1	6	23	298	0.00121
1	6	23	299	0.0006
1	6	23	300	0.0006
1	6	23	301	0.0009
1	6	23	302	0.00109
1	6	23	303	0.00062
1	6	24	263	0.00029
1	6	24	264	0.00065
1	6	24	265	0.00131
1	6	24	266	0.00056
1	6	24	267	0.00035
1	6	24	269	0.00071
1	6	24	270	0.00093
1	6	24	271	0.00431
1	6	24	273	0.00034
1	6	24	274	0.0011
1	6	24	275	0.00448
1	6	24	276	0.00161
1	6	24	277	0.00127
1	6	24	278	0.00271
1	6	24	279	0.00074
1	6	24	280	0.00061
1	6	24	282	0.00071
1	6	24	283	0.0011
1	6	24	284	0.0024
1	6	24	285	0.0021
1	6	24	286	0.00231
1	6	24	287	0.00284
1	6	24	288	0.00261
1	6	24	289	0.00325
1	6	24	290	0.00308
1	6	24	291	0.00228
1	6	24	292	0.00516
1	6	24	293	0.00295
1	6	24	294	0.0048
1	6	24	295	0.00287
1	6	24	296	0.00086
1	6	24	297	0.00089
1	6	24	298	0.00213
1	6	24	299	0.00074
1	6	24	300	0.00069
1	6	24	301	0.00108
1	6	24	302	0.00139
1	6	24	303	0.00183
1	6	24	304	0.00087
1	6	24	305	0.00031
1	6	24	306	0.00033
1	6	25	264	0.00036
1	6	25	265	0.00059
1	6	25	266	0.00049
1	6	25	267	0.00033
1	6	25	268	0.00065
1	6	25	269	0.00096
1	6	25	270	0.00134
1	6	25	271	0.00029
1	6	25	273	0.00057
1	6	25	274	0.00067
1	6	25	275	0.00344
1	6	25	276	0.00105
1	6	25	279	0.00036
1	6	25	280	0.0005
1	6	25	281	0.00038
1	6	25	282	0.00112
1	6	25	283	0.00327
1	6	25	284	0.00378
1	6	25	285	0.00388
1	6	25	286	0.00418
1	6	25	287	0.00421
1	6	25	288	0.00375
1	6	25	289	0.00381
1	6	25	290	0.00262
1	6	25	291	0.0032
1	6	25	292	0.00431
1	6	25	293	0.00526
1	6	25	294	0.00333
1	6	25	295	0.00321
1	6	25	296	0.00323
1	6	25	297	0.0023
1	6	25	298	0.00075
1	6	25	299	0.00118
1	6	25	300	0.00094
1	6	25	301	0.00073
1	6	25	302	0.00068
1	6	25	303	0.00118
1	6	25	304	0.00093
1	6	25	305	0.00034
1	6	25	306	0.00028
1	6	25	307	0.00026
1	6	26	266	0.00034
1	6	26	267	0.0006
1	6	26	268	0.00163
1	6	26	269	0.0008
1	6	26	270	0.00084
1	6	26	271	0.00055
1	6	26	272	0.00077
1	6	26	273	0.00075
1	6	26	274	0.00126
1	6	26	275	0.0049
1	6	26	276	0.00344
1	6	26	277	0.00105
1	6	26	280	0.00061
1	6	26	281	0.00313
1	6	26	282	0.00098
1	6	26	283	0.00449
1	6	26	284	0.0026
1	6	26	285	0.00386
1	6	26	286	0.00351
1	6	26	287	0.00434
1	6	26	288	0.00248
1	6	26	289	0.00356
1	6	26	290	0.00221
1	6	26	291	0.00261
1	6	26	292	0.00498
1	6	26	293	0.003
1	6	26	294	0.00402
1	6	26	295	0.00361
1	6	26	296	0.00452
1	6	26	297	0.003
1	6	26	298	0.00147
1	6	26	299	0.0016
1	6	26	300	0.00129
1	6	26	301	0.00129
1	6	26	302	0.00202
1	6	26	303	0.00091
1	6	26	304	0.00073
1	6	26	305	0.00035
1	6	26	306	0.00058
1	6	27	266	0.0006
1	6	27	267	0.00116
1	6	27	268	0.0013
1	6	27	269	0.0009
1	6	27	270	0.00082
1	6	27	271	0.00074
1	6	27	272	0.00091
1	6	27	273	0.00122
1	6	27	274	0.00195
1	6	27	275	0.00125
1	6	27	276	0.00069
1	6	27	280	0.00064
1	6	27	281	0.00151
1	6	27	282	0.00221
1	6	27	283	0.00198
1	6	27	284	0.00322
1	6	27	285	0.00279
1	6	27	286	0.00229
1	6	27	287	0.00354
1	6	27	288	0.00317
1	6	27	289	0.00362
1	6	27	290	0.00297
1	6	27	291	0.00234
1	6	27	292	0.00235
1	6	27	293	0.00251
1	6	27	294	0.00343
1	6	27	295	0.00527
1	6	27	296	0.0032
1	6	27	297	0.00265
1	6	27	298	0.00206
1	6	27	299	0.00123
1	6	27	300	0.00038
1	6	27	301	0.00288
1	6	27	302	0.00101
1	6	27	303	0.00062
1	6	27	304	0.00073
1	6	27	305	0.00046
1	6	27	307	0.00037
1	6	28	270	0.00047
1	6	28	271	0.00054
1	6	28	273	0.00118
1	6	28	274	0.00145
1	6	28	275	0.00041
1	6	28	280	0.00061
1	6	28	281	0.00239
1	6	28	282	0.00238
1	6	28	283	0.00243
1	6	28	284	0.00181
