#Adrift data
#Probabilities of a particle being in a determined coordinate after being released from a sampling site coordinate (year 0, month 0)
#in a two year interval, with 2 month steps between registers.
SAL				
year	month	lat	lng	probability
0	8	5	349	0.0003
0	8	6	302	0.00335
0	8	6	303	0.00234
0	8	6	304	0.00095
0	8	6	305	0.00032
0	8	6	327	0.00045
0	8	6	329	0.00029
0	8	6	333	0.00033
0	8	6	334	0.00089
0	8	6	336	0.00034
0	8	6	337	0.00048
0	8	6	342	0.00026
0	8	6	344	0.00026
0	8	7	301	0.00066
0	8	7	302	0.00067
0	8	7	312	0.00032
0	8	7	315	0.00032
0	8	7	326	0.00026
0	8	7	327	0.00045
0	8	7	328	0.00051
0	8	7	329	0.00037
0	8	7	330	0.00092
0	8	7	331	0.00033
0	8	7	332	0.00045
0	8	7	333	0.00027
0	8	7	334	0.00048
0	8	7	335	0.00034
0	8	8	301	0.00027
0	8	8	304	0.00049
0	8	8	305	0.00034
0	8	8	306	0.00059
0	8	8	311	0.00029
0	8	8	312	0.00041
0	8	8	315	0.00025
0	8	8	317	0.00031
0	8	8	318	0.00034
0	8	8	319	0.00037
0	8	8	325	0.00041
0	8	8	329	0.00042
0	8	8	330	0.00035
0	8	8	331	0.00074
0	8	8	332	0.00045
0	8	8	336	0.00034
0	8	8	337	0.00032
0	8	8	338	0.00035
0	8	8	340	0.00031
0	8	9	307	0.00033
0	8	9	309	0.00029
0	8	9	311	0.00057
0	8	9	312	0.00028
0	8	9	313	0.00052
0	8	9	320	0.00025
0	8	9	327	0.00025
0	8	9	328	0.0003
0	8	9	332	0.00037
0	8	10	300	0.00026
0	8	10	302	0.00039
0	8	10	303	0.00028
0	8	10	304	0.00039
0	8	10	309	0.00045
0	8	10	313	0.00028
0	8	10	314	0.00041
0	8	10	315	0.00043
0	8	10	332	0.00026
0	8	11	298	0.00028
0	8	11	299	0.00041
0	8	11	300	0.00045
0	8	11	307	0.00031
0	8	11	308	0.00074
0	8	11	314	0.0003
0	8	12	292	0.00043
0	8	12	297	0.00026
0	8	12	298	0.00028
0	8	12	299	0.00055
0	8	12	300	0.00125
0	8	12	301	0.00198
0	8	12	302	0.00064
0	8	12	306	0.00026
0	8	12	308	0.00053
0	8	12	313	0.00034
0	8	13	283	0.00035
0	8	13	284	0.00214
0	8	13	286	0.00045
0	8	13	287	0.00117
0	8	13	288	0.00141
0	8	13	289	0.00183
0	8	13	290	0.00385
0	8	13	291	0.00224
0	8	13	292	0.00218
0	8	13	293	0.00244
0	8	13	294	0.00066
0	8	13	295	0.00053
0	8	13	296	0.00062
0	8	13	298	0.00082
0	8	13	299	0.00088
0	8	13	300	0.00137
0	8	13	301	0.00734
0	8	13	302	0.00104
0	8	13	303	0.00325
0	8	13	304	0.00162
0	8	13	305	0.00027
0	8	14	283	0.00106
0	8	14	284	0.00236
0	8	14	285	0.00027
0	8	14	286	0.0016
0	8	14	287	0.00109
0	8	14	288	0.00285
0	8	14	289	0.00135
0	8	14	290	0.00298
0	8	14	291	0.00247
0	8	14	292	0.0031
0	8	14	293	0.00029
0	8	14	294	0.00307
0	8	14	295	0.00632
0	8	14	296	0.00341
0	8	14	297	0.00293
0	8	14	298	0.00145
0	8	14	299	0.00241
0	8	14	300	0.00504
0	8	14	301	0.00203
0	8	14	302	0.00071
0	8	14	303	0.00162
0	8	14	304	0.00505
0	8	14	305	0.00964
0	8	14	306	0.00228
0	8	14	307	0.002
0	8	15	284	0.00126
0	8	15	285	0.00357
0	8	15	286	0.00316
0	8	15	287	0.00182
0	8	15	288	0.00273
0	8	15	289	0.00215
0	8	15	290	0.00263
0	8	15	291	0.00188
0	8	15	292	0.00192
0	8	15	293	0.00206
0	8	15	294	0.00346
0	8	15	295	0.0032
0	8	15	296	0.00046
0	8	15	297	0.00246
0	8	15	298	0.0077
0	8	15	299	0.00371
0	8	15	300	0.00398
0	8	15	301	0.00358
0	8	15	302	0.00329
0	8	15	303	0.00172
0	8	15	304	0.00232
0	8	15	305	0.00624
0	8	15	306	0.00257
0	8	15	307	0.0012
0	8	15	308	0.00327
0	8	15	309	0.00156
0	8	16	273	0.00035
0	8	16	279	0.00078
0	8	16	280	0.00247
0	8	16	282	0.00069
0	8	16	283	0.00096
0	8	16	284	0.00212
0	8	16	285	0.00383
0	8	16	286	0.00539
0	8	16	287	0.00368
0	8	16	288	0.00077
0	8	16	289	0.00233
0	8	16	290	0.00686
0	8	16	291	0.00992
0	8	16	292	0.00559
0	8	16	293	0.00174
0	8	16	294	0.00083
0	8	16	295	0.00116
0	8	16	296	0.00274
0	8	16	297	0.00413
0	8	16	298	0.00212
0	8	16	299	0.00232
0	8	16	300	0.00537
0	8	16	301	0.00757
0	8	16	302	0.00334
0	8	16	303	0.00535
0	8	16	304	0.00343
0	8	16	305	0.00259
0	8	16	306	0.00654
0	8	16	307	0.00071
0	8	16	309	0.00087
0	8	17	273	0.00115
0	8	17	274	0.00039
0	8	17	276	0.00133
0	8	17	277	0.00112
0	8	17	278	0.00127
0	8	17	279	0.00177
0	8	17	283	0.00046
0	8	17	284	0.00322
0	8	17	285	0.00341
0	8	17	286	0.00498
0	8	17	287	0.00191
0	8	17	288	0.00228
0	8	17	289	0.00216
0	8	17	290	0.00128
0	8	17	291	0.00751
0	8	17	292	0.00527
0	8	17	293	0.00389
0	8	17	294	0.00275
0	8	17	295	0.00095
0	8	17	296	0.00281
0	8	17	297	0.00188
0	8	17	298	0.00289
0	8	17	299	0.00545
0	8	17	300	0.00487
0	8	17	301	0.00795
0	8	17	302	0.01648
0	8	17	303	0.01018
0	8	17	304	0.00128
0	8	17	305	0.0031
0	8	17	306	0.00231
0	8	17	307	0.00108
0	8	17	308	0.00071
0	8	17	309	0.00048
0	8	17	311	0.00031
0	8	18	273	0.00037
0	8	18	274	0.00038
0	8	18	275	0.00153
0	8	18	276	0.00058
0	8	18	277	0.00092
0	8	18	278	0.00148
0	8	18	281	0.001
0	8	18	282	0.00153
0	8	18	283	0.00139
0	8	18	284	0.00095
0	8	18	285	0.00057
0	8	18	286	0.00047
0	8	18	287	0.00034
0	8	18	289	0.00104
0	8	18	290	0.0007
0	8	18	291	0.00089
0	8	18	292	0.00602
0	8	18	293	0.00085
0	8	18	294	0.00143
0	8	18	295	0.00067
0	8	18	296	0.0007
0	8	18	297	0.00088
0	8	18	298	0.00498
0	8	18	299	0.00306
0	8	18	300	0.00852
0	8	18	301	0.00431
0	8	18	302	0.00321
0	8	18	303	0.00593
0	8	18	304	0.00325
0	8	18	305	0.00208
0	8	18	306	0.00131
0	8	18	307	0.00192
0	8	18	308	0.00092
0	8	18	309	0.00077
0	8	18	311	0.00119
0	8	19	273	0.00114
0	8	19	274	0.0019
0	8	19	275	0.0027
0	8	19	276	0.00123
0	8	19	277	0.00221
0	8	19	278	0.00046
0	8	19	279	0.00029
0	8	19	281	0.00029
0	8	19	283	0.00067
0	8	19	284	0.00057
0	8	19	286	0.0008
0	8	19	290	0.00029
0	8	19	291	0.00097
0	8	19	292	0.00295
0	8	19	293	0.00095
0	8	19	294	0.00557
0	8	19	295	0.00525
0	8	19	296	0.00792
0	8	19	297	0.00659
0	8	19	298	0.00284
0	8	19	299	0.00282
0	8	19	300	0.00649
0	8	19	301	0.0079
0	8	19	302	0.00844
0	8	19	303	0.0031
0	8	19	304	0.01805
0	8	19	305	0.01035
0	8	19	306	0.00479
0	8	19	307	0.00555
0	8	19	308	0.00084
0	8	19	309	0.00174
0	8	19	310	0.00331
0	8	19	311	0.00132
0	8	20	273	0.00044
0	8	20	274	0.00093
0	8	20	275	0.00111
0	8	20	276	0.0022
0	8	20	277	0.00105
0	8	20	280	0.00046
0	8	20	286	0.00075
0	8	20	290	0.0006
0	8	20	291	0.00387
0	8	20	292	0.0018
0	8	20	293	0.00076
0	8	20	294	0.00178
0	8	20	295	0.00585
0	8	20	296	0.00537
0	8	20	297	0.00179
0	8	20	298	0.00219
0	8	20	299	0.00577
0	8	20	300	0.01052
0	8	20	301	0.01077
0	8	20	302	0.00714
0	8	20	303	0.00351
0	8	20	304	0.01213
0	8	20	305	0.00444
0	8	20	306	0.00148
0	8	20	307	0.0007
0	8	20	308	0.00058
0	8	20	309	0.00211
0	8	20	310	0.00025
0	8	20	311	0.00114
0	8	21	272	0.00102
0	8	21	273	0.0003
0	8	21	274	0.00132
0	8	21	275	0.00352
0	8	21	276	0.00157
0	8	21	286	0.00078
0	8	21	289	0.00127
0	8	21	290	0.00099
0	8	21	291	0.00118
0	8	21	292	0.00085
0	8	21	293	0.00104
0	8	21	294	0.00244
0	8	21	295	0.00168
0	8	21	296	0.00327
0	8	21	297	0.00237
0	8	21	298	0.01325
0	8	21	299	0.00791
0	8	21	300	0.0082
0	8	21	301	0.00622
0	8	21	302	0.00258
0	8	21	303	0.00211
0	8	21	304	0.00144
0	8	21	305	0.00344
0	8	21	306	0.00076
0	8	21	307	0.00101
0	8	21	308	0.00066
0	8	21	309	0.00035
0	8	21	310	0.00026
0	8	22	272	0.00183
0	8	22	273	0.00042
0	8	22	274	0.00063
0	8	22	286	0.00058
0	8	22	287	0.00099
0	8	22	288	0.00296
0	8	22	289	0.00187
0	8	22	290	0.00266
0	8	22	291	0.00157
0	8	22	292	0.00221
0	8	22	293	0.00167
0	8	22	294	0.00177
0	8	22	295	0.0021
0	8	22	296	0.00184
0	8	22	297	0.00383
0	8	22	298	0.00443
0	8	22	299	0.00752
0	8	22	300	0.00517
0	8	22	301	0.00225
0	8	22	302	0.00069
0	8	22	303	0.00135
0	8	22	304	0.00195
0	8	22	305	0.00057
0	8	22	306	0.00065
0	8	22	307	0.00068
0	8	22	308	0.00057
0	8	23	273	0.00091
0	8	23	274	0.00241
0	8	23	284	0.00053
0	8	23	286	0.00028
0	8	23	287	0.00059
0	8	23	288	0.0009
0	8	23	289	0.00035
0	8	23	290	0.00065
0	8	23	291	0.00124
0	8	23	292	0.00101
0	8	23	293	0.00169
0	8	23	294	0.00055
0	8	23	295	0.00047
0	8	23	296	0.00139
0	8	23	297	0.00459
0	8	23	298	0.00299
0	8	23	299	0.00191
0	8	23	300	0.0005
0	8	23	301	0.00102
0	8	23	302	0.00114
0	8	23	303	0.00085
0	8	23	304	0.00029
0	8	23	307	0.00042
0	8	24	268	0.00031
0	8	24	272	0.00038
0	8	24	283	0.00224
0	8	24	284	0.00044
0	8	24	285	0.00067
0	8	24	286	0.00064
0	8	24	287	0.00102
0	8	24	288	0.00054
0	8	24	290	0.00154
0	8	24	291	0.00092
0	8	24	292	0.00111
0	8	24	293	0.00092
0	8	24	294	0.0015
0	8	24	295	0.00288
0	8	24	296	0.00051
0	8	24	297	0.00188
0	8	24	298	0.00416
0	8	24	299	0.00095
0	8	24	300	0.00056
